Order Number;Supplier Number;Supplier;Product Article Number;Ordered Product;Ordered Product - Supplement;Original Ordered Quantity;Original Desired Date;Planned Delivery Date;Ordered Quantity;Arrival Date;Delivered Quantity
6260868;70358;47818265;;"";"";0.0;2021-08-09;2023-01-16;0.0;2023-10-20T00:00:00.000;0.0
6260715;70214;93118673;23100330400;Haltestreifen innen für RPG [NUM]-[NUM];4xM4;104.0;2023-05-08;2023-05-08;104.0;2023-05-23T00:00:00.000;104.0
6260715;70214;93118673;23100101301;Frontwinkel für REOVIB MFS [NUM]/[NUM];mit Tasche / Zeichnung [NUM].cdr;52.0;2023-06-05;2023-06-05;52.0;2023-05-31T00:00:00.000;52.0
6260715;70214;93118673;23100480900;Frontplatte für REOVIB MFS [NUM];mit Tasche;500.0;2023-05-08;2023-05-08;500.0;2023-05-23T00:00:00.000;500.0
6260715;70214;93118673;23100480600;Frontplatte für REOVIB MFS [NUM] mit [CODE];[NUM].cdr;100.0;2023-07-03;2023-07-03;100.0;2023-05-31T00:00:00.000;100.0
6260715;70214;93118673;23100920200;Seitenteil für [CODE];[NUM];500.0;2023-07-03;2023-07-03;500.0;2023-03-02T00:00:00.000;500.0
6260715;70214;93118673;23100920200;Seitenteil für [CODE];[NUM];500.0;2023-10-09;2023-10-09;500.0;2023-09-14T00:00:00.000;500.0
6260715;70214;93118673;23100091101;Frontwinkel für MFS [NUM] [CODE] 16A;[NUM];250.0;2023-05-08;2023-05-08;250.0;2023-04-14T00:00:00.000;250.0
6260715;70214;93118673;23100071001;Haltewinkel für REOVIB Smart [CODE];mit Folie;250.0;2023-08-07;2023-08-07;250.0;2023-06-28T00:00:00.000;250.0
6260715;70214;93118673;23100071001;Haltewinkel für REOVIB Smart [CODE];mit Folie;250.0;2023-10-09;2023-10-09;250.0;2023-06-28T00:00:00.000;250.0
6260715;70214;93118673;23100071001;Haltewinkel für REOVIB Smart [CODE];mit Folie;319.0;2023-08-07;2023-08-07;319.0;2023-08-15T00:00:00.000;319.0
6260715;70214;93118673;23100483901;Haltewinkel für [CODE];mit Schrauben;250.0;2023-06-05;2023-06-05;250.0;2023-05-23T00:00:00.000;250.0
6260715;70214;93118673;23100483901;Haltewinkel für [CODE];mit Schrauben;254.0;2023-09-04;2023-09-04;254.0;2023-07-13T00:00:00.000;254.0
6260715;70214;93118673;23100420100;Winkel [CODE], [CODE]/[NUM];Zeichnung [NUM].cdr;179.0;2023-07-03;2023-07-03;179.0;2023-04-14T00:00:00.000;54.0
6260715;70214;93118673;23100481801;Frontplatte mit versetzter Tasche;[NUM];100.0;2023-07-03;2023-07-03;100.0;2023-05-31T00:00:00.000;100.0
6260715;70214;93118673;23100101301;Frontwinkel für REOVIB MFS [NUM]/[NUM];mit Tasche / Zeichnung [NUM].cdr;53.0;2023-09-04;2023-09-04;53.0;2023-05-31T00:00:00.000;53.0
6260715;70214;93118673;23100480900;Frontplatte für REOVIB MFS [NUM];mit Tasche;500.0;2023-07-03;2023-07-03;500.0;2023-05-31T00:00:00.000;500.0
6260715;70214;93118673;23100480900;Frontplatte für REOVIB MFS [NUM];mit Tasche;500.0;2023-09-04;2023-09-04;500.0;2023-07-13T00:00:00.000;500.0
6260715;70214;93118673;23100480900;Frontplatte für REOVIB MFS [NUM];mit Tasche;672.0;2023-11-06;2023-11-06;672.0;2023-09-14T00:00:00.000;672.0
6260716;71324;20559137;23200550000;ISO-Clip für Schnittstellenkarten [CODE];[CODE] [CODE];300.0;2023-06-19;2023-06-19;300.0;2023-06-16T00:00:00.000;300.0
6260717;70612;94299111;23200440100;Kunststoff Seitenteil SCU-[NUM];links   [NUM];4050.0;2023-07-31;2023-07-31;4050.0;2023-08-04T00:00:00.000;2400.0
6260717;70612;94299111;23200440200;Kunststoff Seitenteil SCU-02D;links mit Dose   [NUM];3291.0;2024-05-13;2024-05-13;3291.0;2023-09-20T00:00:00.000;1950.0
6260717;70612;94299111;23200431100;Kunststoff Seitenteil SCU-[NUM];rechts    [NUM];7481.0;2024-05-13;2024-05-13;7481.0;2023-08-04T00:00:00.000;3600.0
6260718;70612;94299111;23200610100;Kunststofffrontplatte für REOVIB MFS [NUM];[NUM]-8A;1008.0;2023-05-01;2023-05-01;1008.0;2023-05-17T00:00:00.000;1008.0
6260719;70485;536696;23200120800;Trennplatte für REOVIB MFS [NUM] [CODE];[NUM],4x123,5mm, 1mm dick [CODE];1026.0;2023-06-19;2023-06-19;1026.0;2023-06-21T00:00:00.000;1026.0
6260720;70485;536696;23200120100;Trennplatte für REOVIB MFS [NUM] [CODE];160x149,5mm , 1mm dick [CODE];5049.0;2023-07-31;2023-07-31;5049.0;2023-08-01T00:00:00.000;5049.0
6260721;70214;93118673;23400010200;Kupferschiene [NUM] für Controller;nach Zeichnung [NUM].cdr;150.0;2023-11-06;2023-11-06;150.0;2023-09-14T00:00:00.000;150.0
6260721;70214;93118673;23400010100;Kupferschiene [NUM] für Controller;nach Zeichnung [NUM].cdr;163.0;2023-11-06;2023-11-06;163.0;2023-09-14T00:00:00.000;163.0
6260721;70214;93118673;33400010400;Schiene Ausgang für MDW-WK/[NUM]-L;nach Zeichnung [NUM].cdr;28.0;2023-07-03;2023-07-03;28.0;2023-07-13T00:00:00.000;28.0
6260722;70670;11351254;23000110100;KÜHLKÖRPER SK [NUM]/[NUM] AL ELOXIAL;Zeichnung 62801001M.cdr;200.0;2023-04-13;2023-04-13;200.0;2023-04-12T00:00:00.000;200.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];400.0;2023-05-24;2023-05-24;400.0;2023-05-23T00:00:00.000;400.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];74.0;2023-06-19;2023-06-19;74.0;2023-06-19T00:00:00.000;74.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];409.0;2023-08-08;2023-08-08;409.0;2023-08-04T00:00:00.000;409.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];417.0;2023-08-16;2023-08-16;417.0;2023-08-04T00:00:00.000;417.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];400.0;2023-10-16;2023-10-16;400.0;2023-10-20T00:00:00.000;400.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];404.0;2023-11-22;2023-11-22;404.0;2023-11-21T00:00:00.000;404.0
6260723;70670;11351254;23062160200;Kühlkörper [CODE] für REOVIB MFS;[NUM] 6A in [CODE];326.0;2023-07-19;2023-07-19;326.0;2023-07-19T00:00:00.000;326.0
6260724;70776;53936705;23014340101;Distanzstück für [CODE];[NUM];500.0;2023-10-23;2023-10-23;500.0;2023-10-26T00:00:00.000;500.0
6260724;70776;53936705;23014340101;Distanzstück für [CODE];[NUM];500.0;2023-11-06;2023-11-06;500.0;2023-11-09T00:00:00.000;500.0
6260724;70776;53936705;23014340101;Distanzstück für [CODE];[NUM];500.0;2023-11-20;2023-11-20;500.0;2023-11-24T00:00:00.000;500.0
6260724;70776;53936705;23014340101;Distanzstück für [CODE];[NUM];500.0;2023-12-04;2023-12-04;500.0;2023-12-01T00:00:00.000;500.0
6260724;70776;53936705;23014340101;Distanzstück für [CODE];[NUM];500.0;2024-01-08;2024-01-08;500.0;2024-01-15T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-05-22;2023-05-22;500.0;2023-05-22T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-06-26;2023-06-26;500.0;2023-06-27T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-07-24;2023-07-24;500.0;2023-07-27T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-08-21;2023-08-21;500.0;2023-08-22T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-09-04;2023-09-04;500.0;2023-09-05T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-10-02;2023-10-02;500.0;2023-10-05T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-10-30;2023-10-30;500.0;2023-11-09T00:00:00.000;500.0
6260725;70776;53936705;23000070102;Distanzstück / Kühlkörper [NUM] [NUM] [NUM];[NUM];500.0;2023-12-04;2023-12-04;500.0;2023-12-01T00:00:00.000;100.0
6260726;70776;53936705;23003560102;Distanzstück für LP [NUM];nach Zeichnung [NUM];500.0;2023-08-07;2023-08-07;500.0;2023-08-10T00:00:00.000;500.0
6260726;70776;53936705;23003560102;Distanzstück für LP [NUM];nach Zeichnung [NUM];500.0;2023-10-23;2023-10-23;500.0;2023-10-26T00:00:00.000;500.0
6260726;70776;53936705;23003560102;Distanzstück für LP [NUM];nach Zeichnung [NUM];500.0;2023-12-04;2023-12-04;500.0;2024-01-05T00:00:00.000;500.0
6260727;70211;68595939;33000400100;Wasserkühler für REOTRON SMP [NUM]/[NUM];[NUM];50.0;2023-05-01;2023-05-01;50.0;2023-05-03T00:00:00.000;50.0
6260728;70900;71790971;33000401202;Wasserkühkörper für REOTRON SMP [NUM]/[NUM];[NUM]/[NUM], [NUM]/[NUM];30.0;2023-06-19;2023-06-19;30.0;2023-06-19T00:00:00.000;30.0
6260729;72048;28229650;26000230100;Widerstand 47R SMD [NUM];[NUM]% 125mW;100.0;2023-01-09;2023-01-09;100.0;2023-01-06T00:00:00.000;100.0
6260729;72048;28229650;25000410100;Kondensator Elko [PART] SMD;[NUM]%, [CODE],8mm, -[NUM]+[NUM]°C;100.0;2023-01-09;2023-01-09;100.0;2023-01-06T00:00:00.000;100.0
6260729;72048;28229650;21400060000;Transistor MOSFET [CODE] 30V [NUM],5A SMD;SOT-[NUM]-[NUM], P Kanal;3000.0;2023-05-29;2023-05-29;3000.0;2023-05-26T00:00:00.000;3000.0
6260730;70970;52391922;37000500100;Schrumpfschlauch WMS [NUM],[NUM] (30X9)R YE;gelb, perforiert;2.0;2023-04-03;2023-04-03;2.0;2023-03-29T00:00:00.000;2.0
6260730;70970;52391922;37000500200;Schrumpfschlauch WMS [NUM],[NUM] (60X20)R YE;gelb, perforiert;2.0;2023-04-03;2023-04-03;2.0;2023-03-29T00:00:00.000;2.0
6260731;70033;95947983;C KER 1N 1206;Kondensator Keramik [PART] SMD [NUM];[NUM]% [CODE];100000.0;2024-05-06;2024-05-06;100000.0;2024-05-06T00:00:00.000;100000.0
6260731;70033;95947983;C KER 100N 1206;Kondensator Keramik [NUM],[PART] SMD [NUM];[NUM]% [CODE];200000.0;2024-01-01;2024-01-01;200000.0;2024-01-03T00:00:00.000;200000.0
6260731;70033;95947983;C KER 10N 1206;Kondensator Keramik [PART] SMD [NUM];[NUM]% [CODE];60000.0;2024-05-06;2024-05-06;60000.0;2024-05-06T00:00:00.000;60000.0
6260731;70033;95947983;C KER 330P 1206;Kondensator Keramik 330pF 50V SMD [NUM];[NUM]% [CODE];12000.0;2024-05-06;2024-05-06;12000.0;2024-05-06T00:00:00.000;12000.0
6260731;70033;95947983;C KER 22P 1206;Kondensator Keramik [PART] SMD [NUM];[NUM]% [CODE];12000.0;2024-05-06;2024-05-06;12000.0;2024-05-06T00:00:00.000;12000.0
6260731;70033;95947983;86000100000;Widerstand 4K7 SMD [NUM];[NUM]% 125mW;20000.0;2024-01-15;2024-01-15;20000.0;2024-01-12T00:00:00.000;20000.0
6260731;70033;95947983;C KER 220N 1206;Kondensator Keramik [PART] SMD [NUM];[NUM]% [CODE];20000.0;2024-05-06;2024-05-06;20000.0;2024-05-06T00:00:00.000;20000.0
6260731;70033;95947983;26000700000;Widerstand 0R0 SMD [NUM];250mW, 2A;40000.0;2024-05-06;2024-05-06;40000.0;2024-05-06T00:00:00.000;40000.0
6260731;70033;95947983;R330K 0204;Widerstand MELF 330K SMD [NUM];[NUM]% 400mW;12000.0;2024-05-06;2024-05-06;12000.0;2024-05-06T00:00:00.000;12000.0
6260731;70033;95947983;R 5R6 0204;Widerstand MELF 5R6 SMD [NUM];[NUM]% 400mW;6000.0;2024-05-06;2024-05-06;6000.0;2024-05-06T00:00:00.000;6000.0
6260731;70033;95947983;R150K 0204;Widerstand MELF 150K SMD [NUM];[NUM]% 400mW;6000.0;2024-05-06;2024-05-06;6000.0;2024-05-06T00:00:00.000;6000.0
6260731;70033;95947983;R390R 0204;Widerstand MELF 390R SMD [NUM];[NUM]% 400mW;6000.0;2024-05-06;2024-05-06;6000.0;2024-05-06T00:00:00.000;6000.0
6260732;70403;24582369;22718100007;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;1200.0;2023-07-05;2023-07-05;1200.0;2023-06-28T00:00:00.000;1200.0
6260732;70403;24582369;22712100011;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;1000.0;2023-07-05;2023-07-05;1000.0;2023-06-29T00:00:00.000;1000.0
6260733;71027;5179328;;ABRUF;"";0.0;2019-11-25;2023-01-04;0.0;2023-10-19T00:00:00.000;0.0
6260733;71027;5179328;;"";"";0.0;2019-11-25;2023-01-04;0.0;2023-10-19T00:00:00.000;0.0
6260733;71027;5179328;DROSSEL 100MA;Ferritperle 200mA [NUM],2kOhm SMD [NUM];[NUM]% [CODE],2xB1,6xH1,1mm;72000.0;2023-10-02;2023-10-02;72000.0;2023-09-29T00:00:00.000;72000.0
6260733;71027;5179328;DROSSEL 100MA;Ferritperle 200mA [NUM],2kOhm SMD [NUM];[NUM]% [CODE],2xB1,6xH1,1mm;72000.0;2023-10-23;2023-10-23;72000.0;2023-10-19T00:00:00.000;72000.0
6260734;71027;5179328;;ABRUF;"";0.0;2021-05-24;2023-01-09;0.0;2023-10-16T00:00:00.000;0.0
6260734;71027;5179328;;"";"";0.0;2021-05-24;2023-01-09;0.0;2023-10-16T00:00:00.000;0.0
6260734;71027;5179328;IC HCPL-316J;IC Gatetreiber HCPL-316J SMD;SOIC-[NUM], 5000Vrms, Optische Kopplung;2550.0;2023-07-19;2023-07-19;2550.0;2023-07-14T00:00:00.000;2550.0
6260734;71027;5179328;IC HCPL-316J;IC Gatetreiber HCPL-316J SMD;SOIC-[NUM], 5000Vrms, Optische Kopplung;2550.0;2023-10-16;2023-10-16;2550.0;2023-10-16T00:00:00.000;2550.0
6260734;71027;5179328;IC HCPL788;IC Isolierung Verstärker HCPL-788J SMD;SOIC-[NUM], [NUM] Schaltkreis;3400.0;2023-10-16;2023-10-16;3400.0;2023-10-16T00:00:00.000;3400.0
6260735;71027;5179328;;Abruf;"";0.0;2021-05-24;2023-09-11;0.0;2023-10-06T00:00:00.000;0.0
6260735;71027;5179328;;"";"";0.0;2021-05-24;2023-09-11;0.0;2023-10-06T00:00:00.000;0.0
6260735;71027;5179328;IC HCPL0601 SMD;IC Optokoppler HCPL-[NUM] SMD;SOIC-[NUM], 3750Vrms, offener Kollektor;1500.0;2023-09-11;2023-09-11;1500.0;2023-09-07T00:00:00.000;1500.0
6260735;71027;5179328;IC HCPL0710 SMD;IC Optokoppler HCPL-[NUM] SMD;SOIC-[NUM], 3750Vrms, Push-[PART]-Pole;1500.0;2023-10-09;2023-10-09;1500.0;2023-10-06T00:00:00.000;1500.0
6260736;71076;17992917;;ABRUF;"";;;2023-01-04;0.0;2023-11-07T00:00:00.000;0.0
6260736;71076;17992917;;"";"";;;2023-01-04;0.0;2023-11-07T00:00:00.000;0.0
6260736;71076;17992917;IC C515C;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, 64KB, OTP, [NUM] [PART];1008.0;2023-09-11;2023-09-11;1008.0;2023-09-07T00:00:00.000;1008.0
6260736;71076;17992917;IC C515C;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, 64KB, OTP, [NUM] [PART];1008.0;2023-10-09;2023-10-09;1008.0;2023-10-04T00:00:00.000;1008.0
6260736;71076;17992917;IC C515C;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, 64KB, OTP, [NUM] [PART];1008.0;2023-10-16;2023-10-16;1008.0;2023-10-17T00:00:00.000;1008.0
6260736;71076;17992917;IC 80C167;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, ROMless, [NUM] [PART];1008.0;2023-09-11;2023-09-11;1008.0;2023-09-07T00:00:00.000;1008.0
6260736;71076;17992917;IC 80C167;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, ROMless, [NUM] [PART];1008.0;2023-10-09;2023-10-09;1008.0;2023-10-04T00:00:00.000;1008.0
6260736;71076;17992917;IC 80C167;IC Mikrocontroller [CODE] SMD;MQFP-[NUM], [NUM]-Bit, ROMless, [NUM] [PART];1008.0;2023-11-13;2023-11-13;1008.0;2023-11-07T00:00:00.000;1008.0
6260737;70403;24582369;22711590005;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;600.0;2023-05-08;2023-05-08;600.0;2023-05-03T00:00:00.000;600.0
6260737;70403;24582369;82718760004;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;100.0;2023-06-21;2023-06-21;100.0;2023-06-16T00:00:00.000;100.0
6260738;70033;95947983;26000050000;Widerstand 1K5 SMD [NUM];[NUM]% 125mW;10000.0;2023-12-04;2023-12-04;10000.0;2023-11-30T00:00:00.000;10000.0
6261519;70970;52391922;27100422300;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-01-15;2024-01-15;1000.0;2024-01-12T00:00:00.000;1000.0
6261519;70970;52391922;27100422200;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;2000.0;2024-01-15;2024-01-15;2000.0;2024-01-12T00:00:00.000;2000.0
6261519;70970;52391922;27100432300;Klemme GMKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-01-15;2024-01-15;1000.0;2024-01-12T00:00:00.000;1000.0
6261519;70970;52391922;REIHENKLEM M4/6;Durchgangsklemme UK [NUM] N;32A, 800V AC;600.0;2024-01-15;2024-01-15;600.0;2024-01-12T00:00:00.000;200.0
6261520;70970;52391922;27301610000;Grundleiste GMSTBVA [NUM],[NUM] HC/[NUM]-G-[NUM],[NUM];[NUM]-polig;200.0;2024-01-22;2024-01-22;200.0;2024-01-18T00:00:00.000;200.0
6261520;70970;52391922;27301110400;Buchseneinsatz HC-[CODE]-I-UT-F [NUM];[NUM]+PE, Schraubanschluss;100.0;2024-02-05;2024-02-05;100.0;2024-02-08T00:00:00.000;100.0
6261520;70970;52391922;23200360200;Seitenelement [CODE]-[PART] [NUM];mit Fuß;300.0;2024-01-22;2024-01-22;300.0;2024-01-18T00:00:00.000;300.0
6261520;70970;52391922;27100932500;Grundleiste GMSTBV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2024-01-29;2024-01-29;500.0;2024-01-26T00:00:00.000;500.0
6261520;70970;52391922;27100921600;Stecker GMSTB [NUM],[NUM] HCV/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;150.0;2024-01-22;2024-01-22;150.0;2024-01-18T00:00:00.000;150.0
6261520;70970;52391922;27100517000;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;150.0;2024-01-22;2024-01-22;150.0;2024-01-18T00:00:00.000;150.0
6261520;70970;52391922;27100400100;Raster-Zwischenstück RZ [NUM],[NUM]-FRONT [NUM],[NUM]-V;"";200.0;2024-01-22;2024-01-22;200.0;2024-01-18T00:00:00.000;200.0
6261520;70970;52391922;27100160000;Stecker MVSTBR [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2024-01-22;2024-01-22;200.0;2024-01-18T00:00:00.000;200.0
6261520;70970;52391922;27100812900;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-01-22;2024-01-22;1000.0;2024-01-18T00:00:00.000;950.0
6261520;70970;52391922;ST GMVSTBR 5-ST;Stecker GMVSTBR [NUM],[NUM]/ [NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;100.0;2024-01-22;2024-01-22;100.0;2024-01-19T00:00:00.000;100.0
6261520;70970;52391922;KLEM DMKDS 2,5;Klemme DMKDS [NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-01-22;2024-01-22;1000.0;2024-01-18T00:00:00.000;1000.0
6261520;70970;52391922;RASTER RZ-DMKDS;Raster-Zwischenstück RZ [NUM],[NUM]-DMKDS;"";2000.0;2024-02-16;2024-02-16;2000.0;2024-02-05T00:00:00.000;800.0
6261521;70970;52391922;27100422200;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;2000.0;2024-01-29;2024-01-29;2000.0;2024-01-24T00:00:00.000;2000.0
6261521;70970;52391922;27100912900;Grundleiste GMSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;1000.0;2024-01-29;2024-01-29;1000.0;2024-02-02T00:00:00.000;1000.0
6261521;70970;52391922;27300390000;Grundleiste IMC [NUM],[NUM]/ [NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;100.0;2024-01-29;2024-01-29;100.0;2024-01-24T00:00:00.000;100.0
6261521;70970;52391922;27100912300;Grundleiste GMSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2024-01-29;2024-01-29;500.0;2024-01-24T00:00:00.000;500.0
6261521;70970;52391922;27100852900;Stecker MVSTBW [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2024-01-29;2024-01-29;200.0;2024-01-24T00:00:00.000;200.0
6261521;70970;52391922;27100852400;Stecker MVSTBW [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2024-01-29;2024-01-29;200.0;2024-01-30T00:00:00.000;200.0
6261521;70970;52391922;27100812600;Stecker MSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;500.0;2024-01-29;2024-01-29;500.0;2024-01-24T00:00:00.000;500.0
6261521;70970;52391922;27100713600;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;100.0;2024-01-29;2024-01-29;100.0;2024-01-24T00:00:00.000;100.0
6261521;70970;52391922;27100712300;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2024-01-29;2024-01-29;500.0;2024-01-24T00:00:00.000;500.0
6261521;70970;52391922;27100712800;Grundleiste MSTBA [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2024-01-29;2024-01-29;500.0;2024-02-02T00:00:00.000;500.0
6261521;70970;52391922;27100542800;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;200.0;2024-01-29;2024-01-29;200.0;2024-01-24T00:00:00.000;200.0
6261521;70970;52391922;27100370100;Einlegebrücke EBP [NUM]-[NUM] [NUM];[NUM]-polig;500.0;2024-01-29;2024-01-29;500.0;2024-01-24T00:00:00.000;500.0
6261521;70970;52391922;27100150000;Stecker GMVSTR [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;100.0;2024-01-29;2024-01-29;100.0;2024-01-24T00:00:00.000;100.0
6261521;70970;52391922;27100432300;Klemme GMKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-01-29;2024-01-29;1000.0;2024-01-24T00:00:00.000;1000.0
6261521;70970;52391922;27100340100;Klemme FFKDSA [NUM]/V-[NUM],[NUM]-[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;1000.0;2024-02-09;2024-02-09;1000.0;2024-02-19T00:00:00.000;100.0
6261522;70406;67884162;;ABRUF;"";0.0;2022-03-21;2023-04-27;0.0;2023-12-13T00:00:00.000;0.0
6261522;70406;67884162;;"";"";0.0;2022-03-21;2023-04-27;0.0;2023-12-13T00:00:00.000;0.0
6261522;70406;67884162;REL 24V 001 16A;Relais Steck-/Print 24VDC 16A;[NUM]-poliger Wechsler, SPDT;1000.0;2023-12-11;2023-12-11;1000.0;2023-12-13T00:00:00.000;1000.0
6261522;70406;67884162;REL 24V 001 08A;Relais Steck-/Print 24VDC 10A;[NUM]-poliger Wechsler, SPDT;3000.0;2023-12-11;2023-12-11;3000.0;2023-09-14T00:00:00.000;1000.0
6261523;70970;52391922;27100542900;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;500.0;2024-02-05;2024-02-05;500.0;2024-02-02T00:00:00.000;500.0
6261523;70970;52391922;27100369200;Einlegebrücke EBPL [NUM]-[NUM],[NUM] [NUM];[NUM]-polig;500.0;2024-03-13;2024-03-13;500.0;2024-03-15T00:00:00.000;500.0
6261523;70970;52391922;27100390100;Raster-Zwischenstück [PART] [NUM],[NUM] [NUM];"";200.0;2024-02-05;2024-02-05;200.0;2024-02-02T00:00:00.000;200.0
6261523;70970;52391922;27100390000;Klemme [PART]-LOE GN [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;300.0;2024-02-05;2024-02-05;300.0;2024-02-02T00:00:00.000;300.0
6261523;70970;52391922;27100400000;Klemme FRONT [NUM],[NUM]-[PART] [NUM] [NUM];[NUM]-polig, Frontschraubanschluss;500.0;2024-02-05;2024-02-05;500.0;2024-02-05T00:00:00.000;500.0
6261523;70970;52391922;37100490500;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2024-02-05;2024-02-05;250.0;2024-02-02T00:00:00.000;250.0
6261523;70970;52391922;27100330100;Klemme FFKDSA [NUM]/[CODE]-[NUM],[NUM]-[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;300.0;2024-02-05;2024-02-05;300.0;2024-02-05T00:00:00.000;300.0
6261523;70970;52391922;27100542300;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-02-05;2024-02-05;1000.0;2024-02-02T00:00:00.000;1000.0
6261523;70970;52391922;27100542200;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2024-02-05;2024-02-05;1000.0;2024-02-02T00:00:00.000;1000.0
